sym,RefEntityName,Tier,Tenor,REDcode,ConvSpreadBid,ConvSpreadAsk,Coupon,Quality,Source,Owner,DocClause,Currency,Conv Spread Parsed,Upfront Parsed,Parsed Ticker
BYLAN,Bay Landbk Giroz,SNRFOR,5,DD7E9A,65,75,100,10,BNP,AQRCM,MM14,EUR,1,0,BYLAN
BYLAN,Bay Landbk Giroz,SUBLT2,3,DD7E9A,119,139,300,10,BNP,AQRCM,MM,EUR,1,0,BYLAN
BYLAN,Bay Landbk Giroz,SNRFOR,3,DD7E9A,37,57,100,10,BNP,AQRCM,MM14,EUR,1,0,BYLAN
STAN-Bank,Std Chartered Bk,SUBLT2,10,8D8575,114,124,100,10,BNP,AQRCM,MM,EUR,1,0,STANLN
STAN-Bank,Std Chartered Bk,SNRFOR,10,8D8575,86,96,100,10,BNP,AQRCM,MM14,EUR,1,0,STANLN
STAN-Bank,Std Chartered Bk,SUBLT2,7,8D8575,104,114,100,10,BNP,AQRCM,MM,EUR,1,0,STANLN
STAN-Bank,Std Chartered Bk,SNRFOR,7,8D8575,74,84,100,10,BNP,AQRCM,MM14,EUR,1,0,STANLN
STAN-Bank,Std Chartered Bk,SUBLT2,5,8D8575,87,97,100,10,BNP,AQRCM,MM,EUR,1,0,STANLN
STAN-Bank,Std Chartered Bk,SNRFOR,5,8D8575,61,66,100,10,BNP,AQRCM,MM14,EUR,1,0,STANLN
STAN-Bank,Std Chartered Bk,SUBLT2,3,8D8575,58,68,100,10,BNP,AQRCM,MM,EUR,1,0,STANLN
STAN-Bank,Std Chartered Bk,SNRFOR,3,8D8575,39,49,100,10,BNP,AQRCM,MM14,EUR,1,0,STANLN
SANUK,SANTANDER UK PLC,SUBLT2,10,GNF882,115,135,300,10,BNP,AQRCM,MM,EUR,1,0,SANTUK
SANUK,SANTANDER UK PLC,SNRFOR,10,GNF882,80,100,100,10,BNP,AQRCM,MM14,EUR,1,0,SANTUK
SANUK,SANTANDER UK PLC,SUBLT2,7,GNF882,104,124,300,10,BNP,AQRCM,MM,EUR,1,0,SANTUK
SANUK,SANTANDER UK PLC,SNRFOR,7,GNF882,70,90,100,10,BNP,AQRCM,MM14,EUR,1,0,SANTUK
NRAMPLC,NRAM PLC,SNRFOR,3,GMCDEQ,155,205,300,10,BNP,AQRCM,MM14,EUR,1,0,NRKLN
LLOYDBA,LLOYDS BK PLC,SUBLT2,10,GLA88B,117,127,500,10,BNP,AQRCM,MM,EUR,1,0,LLOYDS
LLOYDBA,LLOYDS BK PLC,SUBLT2,10,GLA88B,164,174,100,10,BNP,AQRCM,MM14,EUR,1,0,LLOYDS
LLOYDBA,LLOYDS BK PLC,SNRFOR,10,GLA88B,79,89,100,10,BNP,AQRCM,MM14,EUR,1,0,LLOYDS
LLOYDBA,LLOYDS BK PLC,SUBLT2,7,GLA88B,102,112,500,10,BNP,AQRCM,MM,EUR,1,0,LLOYDS
LLOYDBA,LLOYDS BK PLC,SUBLT2,7,GLA88B,149,159,100,10,BNP,AQRCM,MM14,EUR,1,0,LLOYDS
LLOYDBA,LLOYDS BK PLC,SNRFOR,7,GLA88B,69,79,100,10,BNP,AQRCM,MM14,EUR,1,0,LLOYDS
LLOYDBA,LLOYDS BK PLC,SUBLT2,5,GLA88B,81,91,500,10,BNP,AQRCM,MM,EUR,1,0,LLOYDS
LLOYDBA,LLOYDS BK PLC,SUBLT2,5,GLA88B,124,134,100,10,BNP,AQRCM,MM14,EUR,1,0,LLOYDS
LLOYDBA,LLOYDS BK PLC,SNRFOR,5,GLA88B,54,59,100,10,BNP,AQRCM,MM14,EUR,1,0,LLOYDS
LLOYDBA,LLOYDS BK PLC,SUBLT2,3,GLA88B,52,62,500,10,BNP,AQRCM,MM,EUR,1,0,LLOYDS
LLOYDBA,LLOYDS BK PLC,SUBLT2,3,GLA88B,85,105,100,10,BNP,AQRCM,MM14,EUR,1,0,LLOYDS
LLOYDBA,LLOYDS BK PLC,SNRFOR,3,GLA88B,29,39,100,10,BNP,AQRCM,MM,EUR,1,0,LLOYDS
III,3i Gp plc,SNRFOR,10,GOGCBA,135,155,100,10,BNP,AQRCM,MM14,EUR,1,0,3I
III,3i Gp plc,SNRFOR,7,GOGCBA,122,142,100,10,BNP,AQRCM,MM14,EUR,1,0,3I
III,3i Gp plc,SNRFOR,5,GOGCBA,105,115,100,10,BNP,AQRCM,MM14,EUR,1,0,3I
III,3i Gp plc,SNRFOR,3,GOGCBA,63,83,100,10,BNP,AQRCM,MM14,EUR,1,0,3I
HSBC-HSBCBank,HSBC Bk plc,SUBLT2,10,4I75AU,116,126,100,10,BNP,AQRCM,MM,EUR,1,0,HSBC-HSBCBANK
HSBC-HSBCBank,HSBC Bk plc,SNRFOR,10,4I75AU,83,93,100,10,BNP,AQRCM,MM14,EUR,1,0,HSBC-HSBCBANK
HSBC-HSBCBank,HSBC Bk plc,SUBLT2,7,4I75AU,103,113,100,10,BNP,AQRCM,MM,EUR,1,0,HSBC-HSBCBANK
HSBC-HSBCBank,HSBC Bk plc,SNRFOR,7,4I75AU,70,80,100,10,BNP,AQRCM,MM14,EUR,1,0,HSBC-HSBCBANK
HSBC-HSBCBank,HSBC Bk plc,SUBLT2,5,4I75AU,81,91,100,10,BNP,AQRCM,MM,EUR,1,0,HSBC-HSBCBANK
HSBC-HSBCBank,HSBC Bk plc,SNRFOR,5,4I75AU,56,60,100,10,BNP,AQRCM,MM14,EUR,1,0,HSBC-HSBCBANK
HSBC-HSBCBank,HSBC Bk plc,SUBLT2,3,4I75AU,47,57,100,10,BNP,AQRCM,MM,EUR,1,0,HSBC-HSBCBANK
HSBC-HSBCBank,HSBC Bk plc,SNRFOR,3,4I75AU,33,43,100,10,BNP,AQRCM,MM14,EUR,1,0,HSBC-HSBCBANK
HSBC,HSBC Hldgs plc,SUBLT2,10,4E46A8,114,134,100,10,BNP,AQRCM,MM,EUR,1,0,HSBC HLDGS
HSBC,HSBC Hldgs plc,SNRFOR,10,4E46A8,91,101,100,10,BNP,AQRCM,MM14,EUR,1,0,HSBC HLDGS
HSBC,HSBC Hldgs plc,SUBLT2,7,4E46A8,99,119,100,10,BNP,AQRCM,MM,EUR,1,0,HSBC HLDGS
HSBC,HSBC Hldgs plc,SNRFOR,7,4E46A8,75,85,100,10,BNP,AQRCM,MM14,EUR,1,0,HSBC HLDGS
HSBC,HSBC Hldgs plc,SUBLT2,5,4E46A8,87,97,100,10,BNP,AQRCM,MM,EUR,1,0,HSBC HLDGS
HSBC,HSBC Hldgs plc,SNRFOR,5,4E46A8,58,68,100,10,BNP,AQRCM,MM14,EUR,1,0,HSBC HLDGS
HSBC,HSBC Hldgs plc,SUBLT2,3,4E46A8,56,76,100,10,BNP,AQRCM,MM,EUR,1,0,HSBC HLDGS
HSBC,HSBC Hldgs plc,SNRFOR,3,4E46A8,38,48,100,10,BNP,AQRCM,MM14,EUR,1,0,HSBC HLDGS
HBOS-ScotBkPLC,Bk OF SCOTLAND PLC,SUBLT2,10,GPF79N,120,130,300,10,BNP,AQRCM,MM,EUR,1,0,HBOS-SCOTBKPLC
HBOS-ScotBkPLC,Bk OF SCOTLAND PLC,SNRFOR,10,GPF79N,75,85,100,10,BNP,AQRCM,MM14,EUR,1,0,HBOS-SCOTBKPLC
HBOS-ScotBkPLC,Bk OF SCOTLAND PLC,SUBLT2,7,GPF79N,110,120,300,10,BNP,AQRCM,MM,EUR,1,0,HBOS-SCOTBKPLC
HBOS-ScotBkPLC,Bk OF SCOTLAND PLC,SNRFOR,7,GPF79N,65,75,100,10,BNP,AQRCM,MM14,EUR,1,0,HBOS-SCOTBKPLC
HBOS-ScotBkPLC,Bk OF SCOTLAND PLC,SUBLT2,5,GPF79N,90,100,300,10,BNP,AQRCM,MM,EUR,1,0,HBOS-SCOTBKPLC
SANUK,SANTANDER UK PLC,SUBLT2,5,GNF882,90,105,300,10,BNP,AQRCM,MM,EUR,1,0,SANTUK
SANUK,SANTANDER UK PLC,SNRFOR,5,GNF882,63,71,100,10,BNP,AQRCM,MM14,EUR,1,0,SANTUK
SANUK,SANTANDER UK PLC,SUBLT2,3,GNF882,63,83,300,10,BNP,AQRCM,MM,EUR,1,0,SANTUK
SANUK,SANTANDER UK PLC,SNRFOR,3,GNF882,36,56,100,10,BNP,AQRCM,MM14,EUR,1,0,SANTUK
RBOS-RBOSplc,Royal Bk of Scotland Pub Ltd Co,SUBLT2,10,GNDEGI,139,149,500,10,BNP,AQRCM,MM,EUR,1,0,RBS
RBOS-RBOSplc,Royal Bk of Scotland Pub Ltd Co,SUBLT2,10,GNDEGI,183,193,100,10,BNP,AQRCM,MM14,EUR,1,0,RBS
RBOS-RBOSplc,Royal Bk of Scotland Pub Ltd Co,SNRFOR,10,GNDEGI,93,103,100,10,BNP,AQRCM,MM14,EUR,1,0,RBS
RBOS-RBOSplc,Royal Bk of Scotland Pub Ltd Co,SUBLT2,7,GNDEGI,126,136,500,10,BNP,AQRCM,MM,EUR,1,0,RBS
RBOS-RBOSplc,Royal Bk of Scotland Pub Ltd Co,SUBLT2,7,GNDEGI,168,178,100,10,BNP,AQRCM,MM14,EUR,1,0,RBS
RBOS-RBOSplc,Royal Bk of Scotland Pub Ltd Co,SNRFOR,7,GNDEGI,83,93,100,10,BNP,AQRCM,MM14,EUR,1,0,RBS
RBOS-RBOSplc,Royal Bk of Scotland Pub Ltd Co,SUBLT2,5,GNDEGI,101,111,500,10,BNP,AQRCM,MM,EUR,1,0,RBS
RBOS-RBOSplc,Royal Bk of Scotland Pub Ltd Co,SUBLT2,5,GNDEGI,138,148,100,10,BNP,AQRCM,MM14,EUR,1,0,RBS
RBOS-RBOSplc,Royal Bk of Scotland Pub Ltd Co,SNRFOR,5,GNDEGI,66,71,100,10,BNP,AQRCM,MM14,EUR,1,0,RBS
RBOS-RBOSplc,Royal Bk of Scotland Pub Ltd Co,SUBLT2,3,GNDEGI,71,81,500,10,BNP,AQRCM,MM,EUR,1,0,RBS
RBOS-RBOSplc,Royal Bk of Scotland Pub Ltd Co,SUBLT2,3,GNDEGI,106,116,100,10,BNP,AQRCM,MM14,EUR,1,0,RBS
RBOS-RBOSplc,Royal Bk of Scotland Pub Ltd Co,SNRFOR,3,GNDEGI,41,51,100,10,BNP,AQRCM,MM14,EUR,1,0,RBS
NRAMPLC,NRAM PLC,SNRFOR,10,GMCDEQ,154,204,300,10,BNP,AQRCM,MM14,EUR,1,0,NRKLN
NRAMPLC,NRAM PLC,SNRFOR,7,GMCDEQ,155,205,300,10,BNP,AQRCM,MM14,EUR,1,0,NRKLN
NRAMPLC,NRAM PLC,SNRFOR,5,GMCDEQ,155,205,300,10,BNP,AQRCM,MM14,EUR,1,0,NRKLN
HBOS-ScotBkPLC,Bk OF SCOTLAND PLC,SNRFOR,5,GPF79N,55,60,100,10,BNP,AQRCM,MM14,EUR,1,0,HBOS-SCOTBKPLC
HBOS-ScotBkPLC,Bk OF SCOTLAND PLC,SUBLT2,3,GPF79N,64,74,300,10,BNP,AQRCM,MM,EUR,1,0,HBOS-SCOTBKPLC
HBOS-ScotBkPLC,Bk OF SCOTLAND PLC,SNRFOR,3,GPF79N,36,46,100,10,BNP,AQRCM,MM14,EUR,1,0,HBOS-SCOTBKPLC
HBOS,HBOS Plc,SUBLT2,10,4G425R,125,155,500,10,BNP,AQRCM,MM,EUR,1,0,HBOS PLC
HBOS,HBOS Plc,SUBLT2,10,4G425R,181,211,100,10,BNP,AQRCM,MM14,EUR,1,0,HBOS PLC
HBOS,HBOS Plc,SNRFOR,10,4G425R,90,100,100,10,BNP,AQRCM,MM14,EUR,1,0,HBOS PLC
HBOS,HBOS Plc,SUBLT2,7,4G425R,109,139,500,10,BNP,AQRCM,MM,EUR,1,0,HBOS PLC
HBOS,HBOS Plc,SUBLT2,7,4G425R,158,188,100,10,BNP,AQRCM,MM14,EUR,1,0,HBOS PLC
HBOS,HBOS Plc,SNRFOR,7,4G425R,74,84,100,10,BNP,AQRCM,MM14,EUR,1,0,HBOS PLC
HBOS,HBOS Plc,SUBLT2,5,4G425R,94,114,500,10,BNP,AQRCM,MM,EUR,1,0,HBOS PLC
HBOS,HBOS Plc,SUBLT2,5,4G425R,135,155,100,10,BNP,AQRCM,MM14,EUR,1,0,HBOS PLC
HBOS,HBOS Plc,SNRFOR,5,4G425R,57,67,100,10,BNP,AQRCM,MM14,EUR,1,0,HBOS PLC
HBOS,HBOS Plc,SUBLT2,3,4G425R,62,92,500,7,BNP,AQRCM,MM,EUR,1,0,HBOS PLC
HBOS,HBOS Plc,SUBLT2,3,4G425R,92,122,100,10,BNP,AQRCM,MM14,EUR,1,0,HBOS PLC
HBOS,HBOS Plc,SNRFOR,3,4G425R,33,53,100,10,BNP,AQRCM,MM14,EUR,1,0,HBOS PLC
BACR-Bank,Barclays Bk plc,SUBLT2,10,06DABK,119,129,300,10,BNP,AQRCM,MM,EUR,1,0,BACR
BACR-Bank,Barclays Bk plc,SNRFOR,10,06DABK,87,97,100,10,BNP,AQRCM,MM14,EUR,1,0,BACR
BACR-Bank,Barclays Bk plc,SUBLT2,7,06DABK,106,116,300,10,BNP,AQRCM,MM,EUR,1,0,BACR
BACR-Bank,Barclays Bk plc,SNRFOR,7,06DABK,73,83,100,10,BNP,AQRCM,MM14,EUR,1,0,BACR
BACR-Bank,Barclays Bk plc,SUBLT2,5,06DABK,84,94,300,10,BNP,AQRCM,MM,EUR,1,0,BACR
BACR-Bank,Barclays Bk plc,SNRFOR,5,06DABK,59,64,100,10,BNP,AQRCM,MM14,EUR,1,0,BACR
BACR-Bank,Barclays Bk plc,SUBLT2,3,06DABK,52,62,300,10,BNP,AQRCM,MM,EUR,1,0,BACR
BACR-Bank,Barclays Bk plc,SNRFOR,3,06DABK,36,46,100,10,BNP,AQRCM,MM14,EUR,1,0,BACR
ANGLIA,Nationwide Bldg Soc,SUBLT2,10,GM9CH8,105,125,300,10,BNP,AQRCM,MM,EUR,1,0,NWIDE
ANGLIA,Nationwide Bldg Soc,SNRFOR,10,GM9CH8,78,98,100,10,BNP,AQRCM,MM14,EUR,1,0,NWIDE
ANGLIA,Nationwide Bldg Soc,SUBLT2,7,GM9CH8,94,114,300,10,BNP,AQRCM,MM,EUR,1,0,NWIDE
ANGLIA,Nationwide Bldg Soc,SNRFOR,7,GM9CH8,62,82,100,10,BNP,AQRCM,MM14,EUR,1,0,NWIDE
ANGLIA,Nationwide Bldg Soc,SUBLT2,5,GM9CH8,77,97,300,10,BNP,AQRCM,MM,EUR,1,0,NWIDE
ANGLIA,Nationwide Bldg Soc,SNRFOR,5,GM9CH8,53,58,100,10,BNP,AQRCM,MM14,EUR,1,0,NWIDE
ANGLIA,Nationwide Bldg Soc,SUBLT2,3,GM9CH8,51,71,300,10,BNP,AQRCM,MM,EUR,1,0,NWIDE
ANGLIA,Nationwide Bldg Soc,SNRFOR,3,GM9CH8,29,49,100,10,BNP,AQRCM,MM14,EUR,1,0,NWIDE
ALLIALE,Alliance Leicester Ltd,SUBLT2,10,GG18D3,62,82,300,10,BNP,AQRCM,MM14,EUR,1,0,ALLNCE
ALLIALE,Alliance Leicester Ltd,SNRFOR,10,GG18D3,52,72,100,10,BNP,AQRCM,MM14,EUR,1,0,ALLNCE
ALLIALE,Alliance Leicester Ltd,SUBLT2,7,GG18D3,57,77,300,10,BNP,AQRCM,MM14,EUR,1,0,ALLNCE
ALLIALE,Alliance Leicester Ltd,SNRFOR,7,GG18D3,39,59,100,10,BNP,AQRCM,MM14,EUR,1,0,ALLNCE
ALLIALE,Alliance Leicester Ltd,SUBLT2,5,GG18D3,54,69,300,10,BNP,AQRCM,MM14,EUR,1,0,ALLNCE
ALLIALE,Alliance Leicester Ltd,SNRFOR,5,GG18D3,37,45,100,10,BNP,AQRCM,MM14,EUR,1,0,ALLNCE
ALLIALE,Alliance Leicester Ltd,SUBLT2,3,GG18D3,37,57,300,10,BNP,AQRCM,MM14,EUR,1,0,ALLNCE
ALLIALE,Alliance Leicester Ltd,SNRFOR,3,GG18D3,21,41,100,10,BNP,AQRCM,MM14,EUR,1,0,ALLNCE
ZINCO,Zurich Ins Co Ltd,SUBLT2,10,HQHEFU,118,138,100,10,BNP,AQRCM,MM14,EUR,1,0,ZURNVX
ZINCO,Zurich Ins Co Ltd,SNRFOR,10,HQHEFU,62,72,100,10,BNP,AQRCM,MM14,EUR,1,0,ZURNVX
ZINCO,Zurich Ins Co Ltd,SUBLT2,7,HQHEFU,108,118,100,10,BNP,AQRCM,MM14,EUR,1,0,ZURNVX
ZINCO,Zurich Ins Co Ltd,SNRFOR,7,HQHEFU,50,58,100,10,BNP,AQRCM,MM14,EUR,1,0,ZURNVX
ZINCO,Zurich Ins Co Ltd,SUBLT2,5,HQHEFU,84,94,100,10,BNP,AQRCM,MM14,EUR,1,0,ZURNVX
ZINCO,Zurich Ins Co Ltd,SNRFOR,5,HQHEFU,38,43,100,10,BNP,AQRCM,MM14,EUR,1,0,ZURNVX
ZINCO,Zurich Ins Co Ltd,SUBLT2,3,HQHEFU,49,69,100,10,BNP,AQRCM,MM14,EUR,1,0,ZURNVX
ZINCO,Zurich Ins Co Ltd,SNRFOR,3,HQHEFU,19,34,100,10,BNP,AQRCM,MM14,EUR,1,0,ZURNVX
UNIPOG,Unipol Gruppo Finanziario SpA,SUBLT2,10,T2FABS,191,211,300,10,BNP,AQRCM,MM14,EUR,1,0,UNIIM
UNIPOG,Unipol Gruppo Finanziario SpA,SNRFOR,10,T2FABS,166,186,100,10,BNP,AQRCM,MM14,EUR,1,0,UNIIM
UNIPOG,Unipol Gruppo Finanziario SpA,SUBLT2,7,T2FABS,176,196,300,10,BNP,AQRCM,MM14,EUR,1,0,UNIIM
UNIPOG,Unipol Gruppo Finanziario SpA,SNRFOR,7,T2FABS,146,166,100,10,BNP,AQRCM,MM14,EUR,1,0,UNIIM
UNIPOG,Unipol Gruppo Finanziario SpA,SUBLT2,5,T2FABS,155,175,300,10,BNP,AQRCM,MM14,EUR,1,0,UNIIM
UNIPOG,Unipol Gruppo Finanziario SpA,SNRFOR,5,T2FABS,125,145,100,10,BNP,AQRCM,MM14,EUR,1,0,UNIIM
UNIPOG,Unipol Gruppo Finanziario SpA,SUBLT2,3,T2FABS,114,134,300,10,BNP,AQRCM,MM14,EUR,1,0,UNIIM
UNIPOG,Unipol Gruppo Finanziario SpA,SNRFOR,3,T2FABS,95,115,100,10,BNP,AQRCM,MM14,EUR,1,0,UNIIM
SWREL,Swiss Reins Co Ltd,SUBLT2,10,HOB65N,118,133,100,10,BNP,AQRCM,MM14,EUR,1,0,RUKNVX
SWREL,Swiss Reins Co Ltd,SNRFOR,10,HOB65N,57,67,100,10,BNP,AQRCM,MM14,EUR,1,0,RUKNVX
SWREL,Swiss Reins Co Ltd,SUBLT2,7,HOB65N,104,119,100,10,BNP,AQRCM,MM14,EUR,1,0,RUKNVX
SWREL,Swiss Reins Co Ltd,SNRFOR,7,HOB65N,46,54,100,10,BNP,AQRCM,MM14,EUR,1,0,RUKNVX
SWREL,Swiss Reins Co Ltd,SUBLT2,5,HOB65N,82,92,100,10,BNP,AQRCM,MM14,EUR,1,0,RUKNVX
SWREL,Swiss Reins Co Ltd,SNRFOR,5,HOB65N,35,40,100,10,BNP,AQRCM,MM14,EUR,1,0,RUKNVX
SWREL,Swiss Reins Co Ltd,SUBLT2,3,HOB65N,49,64,100,10,BNP,AQRCM,MM14,EUR,1,0,RUKNVX
SWREL,Swiss Reins Co Ltd,SNRFOR,3,HOB65N,19,29,100,10,BNP,AQRCM,MM14,EUR,1,0,RUKNVX
STLIFE-LifeAss,STANDARD LIFE Assurn Ltd,SUBLT2,10,GOC66H,113,133,100,10,BNP,AQRCM,MM14,EUR,1,0,STALIF
STLIFE-LifeAss,STANDARD LIFE Assurn Ltd,SNRFOR,10,GOC66H,60,70,100,10,BNP,AQRCM,MM14,EUR,1,0,STALIF
STLIFE-LifeAss,STANDARD LIFE Assurn Ltd,SUBLT2,7,GOC66H,104,124,100,10,BNP,AQRCM,MM14,EUR,1,0,STALIF
STLIFE-LifeAss,STANDARD LIFE Assurn Ltd,SNRFOR,7,GOC66H,54,64,100,10,BNP,AQRCM,MM14,EUR,1,0,STALIF
STLIFE-LifeAss,STANDARD LIFE Assurn Ltd,SUBLT2,5,GOC66H,88,108,100,10,BNP,AQRCM,MM14,EUR,1,0,STALIF
STLIFE-LifeAss,STANDARD LIFE Assurn Ltd,SNRFOR,5,GOC66H,50,60,100,10,BNP,AQRCM,MM14,EUR,1,0,STALIF
STLIFE-LifeAss,STANDARD LIFE Assurn Ltd,SUBLT2,3,GOC66H,61,81,100,10,BNP,AQRCM,MM14,EUR,1,0,STALIF
STLIFE-LifeAss,STANDARD LIFE Assurn Ltd,SNRFOR,3,GOC66H,39,59,100,10,BNP,AQRCM,MM14,EUR,1,0,STALIF
SCORS,SCOR SE,SUBLT2,10,FN9AG2,114,129,100,10,BNP,AQRCM,MM14,EUR,1,0,SCOR
SCORS,SCOR SE,SNRFOR,10,FN9AG2,77,87,100,7,BNP,AQRCM,MM14,EUR,1,0,SCOR
SCORS,SCOR SE,SUBLT2,7,FN9AG2,105,125,100,10,BNP,AQRCM,MM14,EUR,1,0,SCOR
SCORS,SCOR SE,SNRFOR,7,FN9AG2,68,78,100,10,BNP,AQRCM,MM14,EUR,1,0,SCOR
SCORS,SCOR SE,SUBLT2,5,FN9AG2,91,111,100,10,BNP,AQRCM,MM14,EUR,1,0,SCOR
SCORS,SCOR SE,SNRFOR,5,FN9AG2,55,65,100,10,BNP,AQRCM,MM14,EUR,1,0,SCOR
SCORS,SCOR SE,SUBLT2,3,FN9AG2,66,86,100,10,BNP,AQRCM,MM14,EUR,1,0,SCOR
SCORS,SCOR SE,SNRFOR,3,FN9AG2,34,44,100,10,BNP,AQRCM,MM14,EUR,1,0,SCOR
RSA-InsPLC,Royal & Sun Alliance Ins PLC,SUBLT2,10,7F80FP,131,151,100,10,BNP,AQRCM,MM14,EUR,1,0,RSA
RSA-InsPLC,Royal & Sun Alliance Ins PLC,SNRFOR,10,7F80FP,90,100,100,10,BNP,AQRCM,MM14,EUR,1,0,RSA
RSA-InsPLC,Royal & Sun Alliance Ins PLC,SUBLT2,7,7F80FP,117,137,100,10,BNP,AQRCM,MM14,EUR,1,0,RSA
RSA-InsPLC,Royal & Sun Alliance Ins PLC,SNRFOR,7,7F80FP,76,86,100,10,BNP,AQRCM,MM14,EUR,1,0,RSA
RSA-InsPLC,Royal & Sun Alliance Ins PLC,SUBLT2,5,7F80FP,92,112,100,10,BNP,AQRCM,MM14,EUR,1,0,RSA
RSA-InsPLC,Royal & Sun Alliance Ins PLC,SNRFOR,5,7F80FP,58,68,100,10,BNP,AQRCM,MM14,EUR,1,0,RSA
RSA-InsPLC,Royal & Sun Alliance Ins PLC,SUBLT2,3,7F80FP,63,63,100,10,BNP,AQRCM,MM14,EUR,1,0,RSA
RSA-InsPLC,Royal & Sun Alliance Ins PLC,SNRFOR,3,7F80FP,35,45,100,10,BNP,AQRCM,MM14,EUR,1,0,RSA
PRUFIN,Prudential PLC,SUBLT2,10,7B878P,111,131,100,10,BNP,AQRCM,MM14,EUR,1,0,PRUFIN
PRUFIN,Prudential PLC,SNRFOR,10,7B878P,80,88,100,10,BNP,AQRCM,MM14,EUR,1,0,PRUFIN
PRUFIN,Prudential PLC,SUBLT2,7,7B878P,99,119,100,10,BNP,AQRCM,MM14,EUR,1,0,PRUFIN
PRUFIN,Prudential PLC,SNRFOR,7,7B878P,70,78,100,10,BNP,AQRCM,MM14,EUR,1,0,PRUFIN
PRUFIN,Prudential PLC,SUBLT2,5,7B878P,80,100,100,10,BNP,AQRCM,MM14,EUR,1,0,PRUFIN
PRUFIN,Prudential PLC,SNRFOR,5,7B878P,58,63,100,10,BNP,AQRCM,MM14,EUR,1,0,PRUFIN
PRUFIN,Prudential PLC,SUBLT2,3,7B878P,53,73,100,10,BNP,AQRCM,MM14,EUR,1,0,PRUFIN
PRUFIN,Prudential PLC,SNRFOR,3,7B878P,34,44,100,10,BNP,AQRCM,MM14,EUR,1,0,PRUFIN
NNGRO,NN Group NV,SUBLT2,10,NTA43B,102,122,100,10,BNP,AQRCM,MM14,EUR,1,0,NNGRO
NNGRO,NN Group NV,SNRFOR,10,NTA43B,80,100,100,10,BNP,AQRCM,MM14,EUR,1,0,NNGRO
NNGRO,NN Group NV,SUBLT2,7,NTA43B,93,113,100,10,BNP,AQRCM,MM14,EUR,1,0,NNGRO
NNGRO,NN Group NV,SNRFOR,7,NTA43B,66,86,100,10,BNP,AQRCM,MM14,EUR,1,0,NNGRO
NNGRO,NN Group NV,SUBLT2,5,NTA43B,85,105,100,10,BNP,AQRCM,MM14,EUR,1,0,NNGRO
NNGRO,NN Group NV,SNRFOR,5,NTA43B,53,63,100,10,BNP,AQRCM,MM14,EUR,1,0,NNGRO
NNGRO,NN Group NV,SUBLT2,3,NTA43B,68,88,100,10,BNP,AQRCM,MM14,EUR,1,0,NNGRO
NNGRO,NN Group NV,SNRFOR,3,NTA43B,25,45,100,10,BNP,AQRCM,MM14,EUR,1,0,NNGRO
MUNRE,Munich Re,SUBLT2,10,687DNG,110,125,100,10,BNP,AQRCM,MM14,EUR,1,0,MUNRE
MUNRE,Munich Re,SNRFOR,10,687DNG,58,66,100,10,BNP,AQRCM,MM14,EUR,1,0,MUNRE
MUNRE,Munich Re,SUBLT2,7,687DNG,97,112,100,10,BNP,AQRCM,MM14,EUR,1,0,MUNRE
MUNRE,Munich Re,SNRFOR,7,687DNG,46,54,100,10,BNP,AQRCM,MM14,EUR,1,0,MUNRE
MUNRE,Munich Re,SUBLT2,5,687DNG,81,91,100,10,BNP,AQRCM,MM14,EUR,1,0,MUNRE
MUNRE,Munich Re,SNRFOR,5,687DNG,36,40,100,10,BNP,AQRCM,MM14,EUR,1,0,MUNRE
MUNRE,Munich Re,SUBLT2,3,687DNG,50,65,100,10,BNP,AQRCM,MM14,EUR,1,0,MUNRE
MUNRE,Munich Re,SNRFOR,3,687DNG,19,29,100,10,BNP,AQRCM,MM14,EUR,1,0,MUNRE
LGEN,Legal & Gen Gp PLC,SUBLT2,10,576A9K,108,138,100,10,BNP,AQRCM,MM14,EUR,1,0,LGEN
LGEN,Legal & Gen Gp PLC,SNRFOR,10,576A9K,81,96,100,10,BNP,AQRCM,MM14,EUR,1,0,LGEN
LGEN,Legal & Gen Gp PLC,SUBLT2,7,576A9K,96,126,100,10,BNP,AQRCM,MM14,EUR,1,0,LGEN
LGEN,Legal & Gen Gp PLC,SNRFOR,7,576A9K,68,83,100,10,BNP,AQRCM,MM14,EUR,1,0,LGEN
LGEN,Legal & Gen Gp PLC,SUBLT2,5,576A9K,80,100,100,10,BNP,AQRCM,MM14,EUR,1,0,LGEN
LGEN,Legal & Gen Gp PLC,SNRFOR,5,576A9K,54,64,100,10,BNP,AQRCM,MM14,EUR,1,0,LGEN
LGEN,Legal & Gen Gp PLC,SUBLT2,3,576A9K,38,88,100,10,BNP,AQRCM,MM14,EUR,1,0,LGEN
LGEN,Legal & Gen Gp PLC,SNRFOR,3,576A9K,30,50,100,10,BNP,AQRCM,MM14,EUR,1,0,LGEN
HANNRUE,Hannover Rueck SE,SUBLT2,10,4F16FD,123,143,100,10,BNP,AQRCM,MM14,EUR,1,0,HANRUE
HANNRUE,Hannover Rueck SE,SNRFOR,10,4F16FD,68,76,100,10,BNP,AQRCM,MM14,EUR,1,0,HANRUE
HANNRUE,Hannover Rueck SE,SUBLT2,7,4F16FD,114,124,100,10,BNP,AQRCM,MM14,EUR,1,0,HANRUE
HANNRUE,Hannover Rueck SE,SNRFOR,7,4F16FD,53,61,100,10,BNP,AQRCM,MM14,EUR,1,0,HANRUE
